,tip_name,ratio,size
8635,MH307175,1.0,7
8636,MH126817,1.0,7
8637,CY258332,1.0,7
8638,MH131374,1.0,7
8639,MH294939,1.0,7
8640,CY261232,1.0,7
8641,MH082364,1.0,7
8642,MH081865,1.0,7
8643,CY264545,1.0,7
8644,MH701348,1.0,7
8645,MH294743,1.0,7
8646,MH294806,1.0,7
8647,MH294728,1.0,7
8648,CY255965,1.0,7
8649,CY263192,1.0,7
8650,MH601963,1.0,7
8651,MH601513,1.0,7
8652,MH601643,1.0,7
8653,CY261463,1.0,7
8654,CY258100,1.0,7
8655,MH081850,1.0,7
8656,MH669458,1.0,7
8657,MH294732,1.0,7
8658,CY255917,1.0,7
8659,CY255981,1.0,7
8660,MH601351,1.0,7
8661,MH601386,1.0,7
8662,CY258052,1.0,7
8663,CY250563,1.0,7
8664,MH601378,1.0,7
8665,CY255901,1.0,7
8666,MH586220,1.0,7
8667,MH131294,1.0,7
8668,CY255869,1.0,7
8669,CY244649,1.0,7
8670,MH540968,1.0,7
8671,MH080043,1.0,7
8672,CY264798,1.0,7
8673,MH294853,1.0,7
8674,MH294855,1.0,7
8675,MH126969,1.0,7
8676,MG974698,1.0,7
8677,MH294856,1.0,7
8678,MH294854,1.0,7
8679,MH602031,1.0,7
8680,MH126809,1.0,7
8681,CY259994,1.0,7
8682,MH294954,1.0,7
8683,MH586284,1.0,7
8684,MH294811,1.0,7
8685,MH602041,1.0,7
8686,CY260833,1.0,7
8687,MH127225,1.0,7
8688,MH306815,1.0,7
8689,MH131558,1.0,7
8690,MH294862,1.0,7
8691,MH294759,1.0,7
8692,CY260066,1.0,7
8693,MH306784,1.0,7
8694,CY256221,1.0,7
8695,MH294729,1.0,7
8696,CY260018,1.0,7
8697,CY245470,1.0,7
8698,CY261280,1.0,7
8699,MG830962,1.0,7
8700,MH586132,1.0,7
8701,CY250404,1.0,7
8702,CY260726,1.0,7
8703,MH600689,1.0,7
8704,MH307359,1.0,7
8705,MH131230,1.0,7
8706,MG830975,1.0,7
8707,CY266082,1.0,7
8708,CY265085,1.0,7
8709,MH131278,1.0,7
8710,MH294869,0.875,8
8711,MH294926,0.875,8
8712,MH294867,0.875,8
8713,MH294891,0.875,8
8714,CY264910,0.875,8
8715,MH081859,0.875,8
8716,MH307224,0.875,8
8717,MH601826,0.875,8
8718,MH669563,0.875,8
8719,MH126385,0.875,8
8720,MH586292,0.875,8
8721,MG830968,0.875,8
8722,MH294925,0.875,8
8723,MH294814,0.875,8
8724,MH126681,0.875,8
8725,MH601210,0.875,8
8726,MH586348,0.875,8
8727,MH083040,0.875,8
8728,MH358479,0.875,8
8729,MH600697,0.875,8
8730,MH602146,0.875,8
8731,MH126316,0.875,8
8732,MH701364,0.875,8
8733,MH294766,0.875,8
8734,MH294829,0.875,8
8735,MH126569,0.875,8
8736,MH307303,0.875,8
8737,MH233551,0.875,8
8738,MH126657,0.875,8
8739,MH131614,0.875,8
8740,MH358598,0.875,8
8741,MH586164,0.875,8
8742,MH358902,0.875,8
8743,MH540901,0.875,8
8744,MH083148,0.875,8
8745,CY265213,0.875,8
8746,CY260010,0.875,8
8747,MH082436,0.875,8
8748,MH126785,0.875,8
8749,CY261447,0.875,8
8750,MH701044,0.875,8
8751,MH701028,0.875,8
8752,MH701020,0.875,8
8753,CY265125,0.875,8
8754,MH082660,0.875,8
8755,MH233399,0.875,8
8756,MH306823,0.875,8
8757,MH600570,0.875,8
8758,MH233519,0.875,8
8759,CY264163,0.875,8
8760,MH601073,0.875,8
8761,MH080027,0.875,8
8762,CY264806,0.875,8
8763,MH601017,0.875,8
8764,MH358790,0.875,8
8765,MH127337,0.875,8
8766,MH233559,0.875,8
8767,MH540869,0.875,8
8768,MH701556,0.875,8
8769,MH701468,0.875,8
8770,MH701356,0.875,8
8771,MH080251,0.875,8
8772,MH586236,0.875,8
8773,MH601539,0.875,8
8774,MH358526,0.875,8
8775,MH358646,0.875,8
8776,MH540925,0.875,8
8777,MH082028,0.875,8
8778,MH082011,0.875,8
8779,MH082020,0.875,8
8780,MG974586,0.875,8
8781,MH127364,0.875,8
8782,MH126953,0.875,8
8783,MH358914,0.875,8
8784,MG831066,0.875,8
8785,MH246391,0.875,8
8786,MH585830,0.875,8
8787,MH443580,0.875,8
8788,MH585900,0.875,8
8789,CY264989,0.875,8
8790,MH601938,0.875,8
8791,MH601113,0.875,8
8792,MH127189,0.875,8
8793,MH083011,0.875,8
8794,MH246887,0.875,8
8795,MH233567,0.875,8
8796,MH127313,0.875,8
8797,MH126529,0.875,8
8798,MH126545,0.875,8
8799,MH600721,0.875,8
8800,MH126729,0.875,8
8801,MH600953,0.875,8
8802,MH600945,0.875,8
8803,MH307151,0.875,8
8804,MH586468,0.875,8
8805,MH600554,0.875,8
8806,MH602185,0.875,8
8807,MH306999,0.875,8
8808,MH443684,0.875,8
8809,MG974410,0.875,8
8810,MH601233,0.875,8
8811,CY264267,0.875,8
8812,MH358774,0.875,8
8813,MH246423,0.875,8
8814,MH127081,0.875,8
8815,MH246247,0.875,8
8816,MH126648,0.875,8
8817,MH358742,0.875,8
8818,MH233487,0.875,8
8819,MH600601,0.875,8
8820,MG914315,0.875,8
8821,MH294708,0.875,8
8822,MH294835,0.875,8
8823,MH701084,0.875,8
8824,MH294749,0.875,8
8825,MH700956,0.875,8
8826,MH701332,0.875,8
8827,MH294817,0.875,8
8828,MH701540,0.875,8
8829,MH701076,0.875,8
8830,MH601033,0.875,8
8831,CY260034,0.875,8
8832,MH126801,0.875,8
8833,MH127385,0.875,8
8834,MH082840,0.875,8
8835,MH126704,0.875,8
8836,MH082075,0.875,8
8837,MH126761,0.875,8
8838,MH602117,0.875,8
8839,CY265069,0.875,8
8840,MH233527,0.875,8
8841,MH601738,0.875,8
8842,MH586044,0.875,8
8843,MH126555,0.875,8
8844,MH701276,0.875,8
8845,MH246927,0.875,8
8846,MH600609,0.875,8
8847,MH585908,0.875,8
8848,MH307311,0.875,8
8849,MH246415,0.875,8
8850,MH246375,0.875,8
8851,MH701036,0.875,8
8852,CY265077,0.875,8
8853,MH082388,0.875,8
8854,CY264497,0.875,8
8855,MH443644,0.875,8
8856,MH586300,0.875,8
8857,MH126721,0.875,8
8858,MH586156,0.875,8
8859,MH602108,0.875,8
8860,MH131486,0.875,8
8861,MH669747,0.875,8
8862,MH601041,0.875,8
8863,MH126857,0.875,8
8864,CY264315,0.875,8
8865,MH600769,0.875,8
8866,MH601649,0.875,8
8867,MH131438,0.875,8
8868,MH601625,0.875,8
8869,CY261543,0.875,8
8870,MH126377,0.875,8
8871,MH246751,0.875,8
8872,MH358755,0.875,8
8873,MH586068,0.875,8
8874,MH443652,0.875,8
8875,MH306863,0.875,8
8876,MH079979,0.875,8
8877,MG830905,0.875,8
8878,MG830921,0.875,8
8879,MG830914,0.875,8
8880,MG830898,0.875,8
8881,MH126888,0.875,8
8882,MH669421,0.875,8
8883,MH669798,0.875,8
8884,MH294876,0.875,8
8885,MH294894,0.875,8
8886,MH586276,0.875,8
8887,MH669766,0.875,8
8888,MH082628,0.875,8
8889,MH358465,0.875,8
8890,MH585892,0.875,8
8891,MH306811,0.875,8
8892,MH082052,0.875,8
8893,MH081924,0.875,8
8894,MH246591,0.875,8
8895,MH131358,0.875,8
8896,MH233366,0.875,8
8897,MH358558,0.875,8
8898,MH602106,0.875,8
8899,MH358734,0.875,8
8900,MH082404,0.875,8
8901,MH246839,0.875,8
8902,MH081940,0.875,8
8903,MH079963,0.875,8
8904,MH600668,0.875,8
8905,MH600817,0.875,8
8906,MH080107,0.875,8
8907,MH701412,0.875,8
8908,MH233546,0.875,8
8909,MH080139,0.875,8
8910,MH540797,0.875,8
8911,MH540933,0.875,8
8912,MH127049,0.875,8
8913,MH233479,0.875,8
8914,MH601182,0.875,8
8915,MH540913,0.875,8
8916,MH358614,0.875,8
8917,MH233495,0.875,8
8918,CY264997,0.875,8
8919,MH082668,0.875,8
8920,MH601977,0.875,8
8921,MH601483,0.875,8
8922,MH126307,0.875,8
8923,MH669489,0.875,8
8924,MH358638,0.875,8
8925,MG974810,0.875,8
8926,MH246519,0.875,8
8927,MH081883,0.875,8
8928,MH307319,0.875,8
8929,MH540845,0.875,8
8930,MH131550,0.875,8
8931,MH082117,0.875,8
8932,MH586524,0.875,8
8933,MH294837,0.875,8
8934,CY264553,0.875,8
8935,MH127089,0.875,8
8936,CY256205,0.875,8
8937,CY264307,0.875,8
8938,MH602002,0.875,8
8939,CY261607,0.875,8
8940,MH233471,0.875,8
8941,MH600705,0.875,8
8942,MH586148,0.875,8
8943,MH586028,0.875,8
8944,CY264957,0.875,8
8945,MH083052,0.875,8
8946,MH080187,0.875,8
8947,MH307242,0.875,8
8948,MH080171,0.875,8
8949,MH080243,0.875,8
8950,CY264758,0.875,8
8951,CY245246,0.875,8
8952,CY265109,0.875,8
8953,MG831147,0.875,8
8954,MH585956,0.875,8
8955,MH294757,0.875,8
8956,MH294767,0.875,8
8957,MH701260,0.875,8
8958,MH701092,0.875,8
8959,MH701340,0.875,8
8960,MH083132,0.875,8
8961,MH294930,0.875,8
8962,MG974898,0.875,8
8963,CY264291,0.875,8
8964,MH246687,0.875,8
8965,MH246703,0.875,8
8966,MH358766,0.875,8
8967,MH585924,0.875,8
8968,MH083116,0.875,8
8969,MH586180,0.875,8
8970,MH540938,0.875,8
8971,CY265021,0.875,8
8972,CY264100,0.875,8
8973,MH601666,0.875,8
8974,MH131510,0.875,8
8975,MH080179,0.875,8
8976,CY264107,0.875,8
8977,MH233407,0.875,8
8978,MH586020,0.875,8
8979,MH600673,0.875,8
8980,MH082372,0.875,8
8981,MH131670,0.875,8
8982,MH082395,0.875,8
8983,MH082293,0.875,8
8984,MH127249,0.875,8
8985,MH306675,0.875,8
8986,MG974610,1.0,8
8987,MH246663,1.0,8
8988,CY260130,1.0,8
8989,MH246407,1.0,8
8990,CY265053,1.0,8
8991,CY250699,1.0,8
8992,CY264131,1.0,8
8993,MH600922,1.0,8
8994,MG914195,1.0,7
8995,MG914267,1.0,7
8996,MG914331,1.0,7
8997,MH701148,1.0,7
8998,MH701164,1.0,7
8999,MG914299,1.0,7
9000,MH701452,1.0,7
9001,MH701004,1.0,7
9002,MG914307,1.0,7
9003,MG914115,1.0,7
9004,MG914235,1.0,7
9005,MH701492,1.0,7
9006,MH294805,1.0,7
9007,MG914171,1.0,7
9008,MH701308,1.0,7
9009,MH701316,1.0,7
9010,MH701532,1.0,7
9011,MH701428,1.0,7
9012,MG914179,1.0,7
9013,MG914363,1.0,7
9014,MH079899,1.0,7
9015,MH585876,1.0,7
9016,MH729429,1.0,7
9017,MH126441,1.0,7
9018,MG830882,1.0,7
9019,MH358510,1.0,7
9020,MH127001,1.0,7
9021,MH294804,1.0,5
9022,CY258284,1.0,5
9023,MH294902,1.0,5
9024,CY255989,1.0,5
9025,CY258460,1.0,5
9026,CY256013,1.0,5
9027,MH585972,1.0,5
9028,MH127369,1.0,5
9029,CY258108,1.0,5
9030,CY265197,1.0,5
9031,CY258396,1.0,5
9032,CY260622,1.0,5
9033,CY256029,1.0,5
9034,MH126793,1.0,5
9035,MH586415,1.0,5
9036,MH080003,1.0,5
9037,CY250555,1.0,5
9038,MH586431,1.0,5
9039,MH127201,1.0,5
9040,CY245462,1.0,5
9041,MH586388,1.0,6
9042,MH602019,1.0,6
9043,MH586340,1.0,6
9044,MH126457,1.0,6
9045,MH601474,1.0,6
9046,MH127233,1.0,6
9047,MH358472,1.0,6
9048,MH601594,1.0,6
9049,MH294807,1.0,6
9050,MH294904,1.0,6
9051,MH127010,1.0,6
9052,MH306773,1.0,6
9053,CY264934,1.0,6
9054,MH306975,1.0,6
9055,MH701284,1.0,6
9056,MH586052,1.0,6
9057,MH082620,1.0,6
9058,MG974890,1.0,6
9059,MG830987,1.0,6
9060,MH307207,1.0,6
9061,CY265037,1.0,6
9062,CY265045,1.0,6
9063,MH601745,1.0,6
9064,MH600889,1.0,6
9065,CY258021,1.0,6
9066,MH585932,1.0,6
9067,MH080219,1.0,6
9068,CY256269,1.0,6
9069,MH082764,1.0,6
9070,MH294900,1.0,6
9071,MH294942,1.0,6
9072,CY265005,1.0,6
9073,CY264115,1.0,6
9074,MH307162,1.0,6
9075,CY260969,1.0,6
9076,MH126962,1.0,6
9077,MH126564,1.0,6
9078,CY264790,1.0,6
9079,MH443659,1.0,6
9080,CY260763,1.0,6
9081,CY260058,1.0,6
9082,MH443564,1.0,6
9083,MH306967,1.0,6
9084,MH082587,1.0,6
9085,MH669779,1.0,6
9086,MH294950,1.0,6
9087,MH294733,1.0,6
9088,MH669651,1.0,6
9089,MH540775,1.0,6
9090,MH246559,1.0,6
9091,CY261137,1.0,6
9092,MH443620,1.0,6
9093,MH306991,1.0,6
9094,MH600849,1.0,6
9095,MH586444,1.0,5
9096,MH246311,1.0,5
9097,MH586388,1.0,6
9098,MH602019,1.0,6
9099,MH586340,1.0,6
9100,MH126457,1.0,6
9101,MH601474,1.0,6
9102,MH127233,1.0,6
9103,MH358472,1.0,6
9104,MH601594,1.0,6
9105,MH294807,1.0,6
9106,MH294904,1.0,6
9107,MH127010,1.0,6
9108,MH306773,1.0,6
9109,CY264934,1.0,6
9110,MH306975,1.0,6
9111,MH701284,1.0,6
9112,MH586052,1.0,6
9113,MH082620,1.0,6
9114,MG974890,1.0,6
9115,MG830987,1.0,6
9116,MH307207,1.0,6
9117,CY265037,1.0,6
9118,CY265045,1.0,6
9119,MH601745,1.0,6
9120,MH600889,1.0,6
9121,CY258021,1.0,6
9122,MH585932,1.0,6
9123,MH080219,1.0,6
9124,CY256269,1.0,6
9125,MH082764,1.0,6
9126,MH294900,1.0,6
9127,MH294942,1.0,6
9128,CY265005,1.0,6
9129,CY264115,1.0,6
9130,MH307162,1.0,6
9131,CY260969,1.0,6
9132,MH126962,1.0,6
9133,MH126564,1.0,6
9134,CY264790,1.0,6
9135,MH443659,1.0,6
9136,CY260763,1.0,6
9137,CY260058,1.0,6
9138,MH443564,1.0,6
9139,MH306967,1.0,6
9140,MH082587,1.0,6
9141,MH669779,1.0,6
9142,MH294950,1.0,6
9143,MH294733,1.0,6
9144,MH669651,1.0,6
9145,MH540775,1.0,6
9146,MH246559,1.0,6
9147,CY261137,1.0,6
9148,MH443620,1.0,6
9149,MH306991,1.0,6
9150,MH600849,1.0,6
9151,MH600575,0.8333333333333334,6
9152,MH585868,0.8333333333333334,6
9153,MH600681,0.8333333333333334,6
9154,MH082100,0.8333333333333334,6
9155,MH083156,0.8333333333333334,6
9156,MH294922,0.8333333333333334,6
9157,MH358566,0.8333333333333334,6
9158,MH294943,0.8333333333333334,6
9159,MH294903,0.8333333333333334,6
9160,MH294872,0.8333333333333334,6
9161,CY250603,0.8333333333333334,6
9162,MH246567,0.8333333333333334,6
9163,MH701572,0.8333333333333334,6
9164,MH701116,0.8333333333333334,6
9165,MH601097,0.8333333333333334,6
9166,MH307098,1.0,5
9167,MH246343,1.0,5
9168,MH126662,1.0,5
9169,MH126833,1.0,5
9170,MH294765,1.0,5
9171,CY245254,1.0,5
9172,MH358678,1.0,5
9173,MH600575,0.8333333333333334,6
9174,MH585868,0.8333333333333334,6
9175,MH600681,0.8333333333333334,6
9176,MH082100,0.8333333333333334,6
9177,MH083156,0.8333333333333334,6
9178,MH294922,0.8333333333333334,6
9179,MH358566,0.8333333333333334,6
9180,MH294943,0.8333333333333334,6
9181,MH294903,0.8333333333333334,6
9182,MH294872,0.8333333333333334,6
9183,CY250603,0.8333333333333334,6
9184,MH246567,0.8333333333333334,6
9185,MH701572,0.8333333333333334,6
9186,MH701116,0.8333333333333334,6
9187,MH601097,0.8333333333333334,6
9188,MG831041,1.0,5
9189,CY261193,1.0,5
9190,MH082580,1.0,5
9191,MH246847,1.0,5
9192,MH246599,1.0,5
9193,CY261185,1.0,5
9194,MH306925,1.0,5
9195,MH586012,1.0,5
9196,CY260670,1.0,5
9197,MH294822,1.0,5
9198,MH294864,1.0,5
9199,MH126617,1.0,5
9200,MH082812,1.0,5
9201,MH586396,1.0,5
9202,MH601081,1.0,5
9203,MH082532,1.0,5
9204,MH586452,1.0,5
9205,MH586404,1.0,5
9206,CY260905,1.0,5
9207,CY260527,1.0,5
9208,CY260559,1.0,5
9209,MH294840,1.0,5
9210,CY260042,1.0,5
9211,CY264203,1.0,5
9212,CY264187,1.0,5
9213,CY255941,1.0,5
9214,CY260662,1.0,5
9215,CY261225,1.0,5
9216,CY261551,1.0,5
9217,MH126433,1.0,5
9218,MH294890,1.0,5
9219,CY261240,1.0,5
9220,CY266050,1.0,5
9221,CY260921,1.0,5
9222,MH082281,1.0,5
9223,MH083024,1.0,5
9224,CY260841,1.0,5
9225,MH131654,1.0,5
9226,CY261343,1.0,5
9227,CY261359,1.0,5
9228,MH306802,1.0,5
9229,MH601867,1.0,5
9230,MH600745,1.0,5
9231,CY260702,1.0,5
9232,CY258444,1.0,5
9233,MH126745,1.0,5
9234,MH082651,1.0,5
9235,CY255997,1.0,5
9236,MH358606,1.0,5
9237,CY243463,1.0,5
9238,CY249963,1.0,5
9239,MH307295,1.0,5
9240,MH586188,1.0,5
9241,MH294717,1.0,5
9242,CY258116,1.0,5
9243,MG974906,1.0,5
9244,MG279314,1.0,5
9245,MH294716,1.0,5
9246,CY260630,1.0,5
9247,CY244990,1.0,5
9248,CY247070,1.0,5
9249,CY260873,1.0,5
9250,CY266431,1.0,5
9251,CY243718,1.0,5
9252,CY239984,1.0,5
9253,CY243647,1.0,5
9254,CY244521,1.0,5
9255,CY256133,1.0,5
9256,MH246543,0.6666666666666666,6
9257,MH233463,0.6666666666666666,6
9258,MH126922,0.6666666666666666,6
9259,MH082443,0.6666666666666666,6
9260,CY264385,0.6666666666666666,6
9261,MH246655,0.6666666666666666,6
9262,MH601123,0.6666666666666666,6
9263,CY266639,0.6666666666666666,6
9264,CY266879,0.6666666666666666,6
9265,MH294739,0.6666666666666666,6
9266,MH586196,0.6666666666666666,6
9267,MH586140,0.6666666666666666,6
9268,CY258300,0.6666666666666666,6
9269,MH307023,0.6666666666666666,6
9270,MH246759,0.6666666666666666,6
9271,CY266567,0.6666666666666666,6
9272,CY266615,0.6666666666666666,6
9273,CY266751,0.6666666666666666,6
9274,CY266543,0.6666666666666666,6
9275,CY266839,0.6666666666666666,6
9276,CY266463,0.6666666666666666,6
9277,CY266775,0.6666666666666666,6
9278,CY266711,0.6666666666666666,6
9279,CY266823,0.6666666666666666,6
9280,CY266687,0.6666666666666666,6
9281,CY266727,0.6666666666666666,6
9282,CY266495,0.6666666666666666,6
9283,CY266399,0.6,5
9284,MH307015,0.6666666666666666,6
9285,MH126641,0.6666666666666666,6
9286,MH600977,0.6666666666666666,6
9287,MH601418,0.6666666666666666,6
9288,CY264441,0.6666666666666666,6
9289,MH443699,0.6666666666666666,6
9290,CY261495,0.6666666666666666,6
9291,MH294825,0.6666666666666666,6
9292,CY234842,0.6666666666666666,6
9293,MH294885,0.6666666666666666,6
9294,MH080267,0.6666666666666666,6
9295,CY242366,0.6666666666666666,6
9296,CY245270,0.6666666666666666,6
9297,MH294924,0.6666666666666666,6
9298,MG974562,0.6666666666666666,6
9299,MH294929,0.6666666666666666,6
9300,CY258220,0.6666666666666666,6
9301,CY258228,0.6666666666666666,6
9302,MH294860,0.6666666666666666,6
9303,CY256109,0.6,5
9304,CY255861,0.6,5
9305,CY264243,0.6,5
9306,MH306847,0.6,5
9307,MH701388,0.6,5
9308,MH701100,0.6,5
9309,MH082908,0.6,5
9310,MH701380,0.6,5
9311,CY265013,0.6,5
9312,MH131566,0.6,5
9313,CY264862,0.6,5
9314,MH246471,0.6,5
9315,MH126411,0.6,5
9316,CY264345,0.6,5
9317,CY264521,0.6,5
9318,MH306871,0.6,5
9319,CY261679,0.6,5
9320,CY266607,0.6,5
9321,MH601841,0.6,5
9322,MH127307,0.6,5
9323,MH079907,0.6,5
9324,MH126505,0.6,5
9325,CY235984,0.6,5
9326,CY266895,0.6,5
9327,CY235920,0.6,5
9328,CY250635,0.6,5
9329,CY257941,0.6,5
9330,CY260295,0.6,5
9331,CY247102,0.6,5
9332,MG279254,0.6,5
9333,MH586092,0.6,5
9334,CY265029,0.75,4
9335,MH701244,0.75,4
9336,CY266767,0.75,4
9337,MH246543,0.6666666666666666,6
9338,MH233463,0.6666666666666666,6
9339,MH126922,0.6666666666666666,6
9340,MH082443,0.6666666666666666,6
9341,CY264385,0.6666666666666666,6
9342,MH246655,0.6666666666666666,6
9343,MH601123,0.6666666666666666,6
9344,CY266639,0.6666666666666666,6
9345,CY266879,0.6666666666666666,6
9346,MH294739,0.6666666666666666,6
9347,MH586196,0.6666666666666666,6
9348,MH586140,0.6666666666666666,6
9349,CY258300,0.6666666666666666,6
9350,MH307023,0.6666666666666666,6
9351,MH246759,0.6666666666666666,6
9352,CY266567,0.6666666666666666,6
9353,CY266615,0.6666666666666666,6
9354,CY266751,0.6666666666666666,6
9355,CY266543,0.6666666666666666,6
9356,CY266839,0.6666666666666666,6
9357,CY266463,0.6666666666666666,6
9358,CY266775,0.6666666666666666,6
9359,CY266711,0.6666666666666666,6
9360,CY266823,0.6666666666666666,6
9361,CY266687,0.6666666666666666,6
9362,CY266727,0.6666666666666666,6
9363,CY266495,0.6666666666666666,6
9364,CY266399,0.6,5
9365,MH307015,0.6666666666666666,6
9366,MH126641,0.6666666666666666,6
9367,MH600977,0.6666666666666666,6
9368,MH601418,0.6666666666666666,6
9369,CY264441,0.6666666666666666,6
9370,MH443699,0.6666666666666666,6
9371,CY261495,0.6666666666666666,6
9372,MH294825,0.6666666666666666,6
9373,CY234842,0.6666666666666666,6
9374,MH294885,0.6666666666666666,6
9375,MH080267,0.6666666666666666,6
9376,CY242366,0.6666666666666666,6
9377,CY245270,0.6666666666666666,6
9378,MH294924,0.6666666666666666,6
9379,MG974562,0.6666666666666666,6
9380,MH294929,0.6666666666666666,6
9381,CY258220,0.6666666666666666,6
9382,CY258228,0.6666666666666666,6
9383,MH294860,0.6666666666666666,6
9384,CY256109,0.6,5
9385,CY255861,0.6,5
9386,CY264243,0.6,5
9387,MH306847,0.6,5
9388,MH701388,0.6,5
9389,MH701100,0.6,5
9390,MH082908,0.6,5
9391,MH701380,0.6,5
9392,CY265013,0.6,5
9393,MH131566,0.6,5
9394,CY264862,0.6,5
9395,MH246471,0.6,5
9396,MH126411,0.6,5
9397,CY264345,0.6,5
9398,CY264521,0.6,5
9399,MH306871,0.6,5
9400,CY261679,0.6,5
9401,CY266607,0.6,5
9402,MH601841,0.6,5
9403,MH127307,0.6,5
9404,MH079907,0.6,5
9405,MH126505,0.6,5
9406,CY235984,0.6,5
9407,CY266895,0.6,5
9408,CY235920,0.6,5
9409,CY250635,0.6,5
9410,CY257941,0.6,5
9411,CY260295,0.6,5
9412,CY247102,0.6,5
9413,MG279254,0.6,5
9414,MH586092,0.6,5
9415,MH246543,0.6666666666666666,6
9416,MH233463,0.6666666666666666,6
9417,MH126922,0.6666666666666666,6
9418,MH082443,0.6666666666666666,6
9419,CY264385,0.6666666666666666,6
9420,MH246655,0.6666666666666666,6
9421,MH601123,0.6666666666666666,6
9422,CY266639,0.6666666666666666,6
9423,CY266879,0.6666666666666666,6
9424,MH294739,0.6666666666666666,6
9425,MH586196,0.6666666666666666,6
9426,MH586140,0.6666666666666666,6
9427,CY258300,0.6666666666666666,6
9428,MH307023,0.6666666666666666,6
9429,MH246759,0.6666666666666666,6
9430,CY266567,0.6666666666666666,6
9431,CY266615,0.6666666666666666,6
9432,CY266751,0.6666666666666666,6
9433,CY266543,0.6666666666666666,6
9434,CY266839,0.6666666666666666,6
9435,CY266463,0.6666666666666666,6
9436,CY266775,0.6666666666666666,6
9437,CY266711,0.6666666666666666,6
9438,CY266823,0.6666666666666666,6
9439,CY266687,0.6666666666666666,6
9440,CY266727,0.6666666666666666,6
9441,CY266495,0.6666666666666666,6
9442,MH307015,0.6666666666666666,6
9443,MH126641,0.6666666666666666,6
9444,MH600977,0.6666666666666666,6
9445,MH601418,0.6666666666666666,6
9446,CY264441,0.6666666666666666,6
9447,MH443699,0.6666666666666666,6
9448,CY261495,0.6666666666666666,6
9449,MH294825,0.6666666666666666,6
9450,CY234842,0.6666666666666666,6
9451,MH294885,0.6666666666666666,6
9452,MH080267,0.6666666666666666,6
9453,CY242366,0.6666666666666666,6
9454,CY245270,0.6666666666666666,6
9455,MH294924,0.6666666666666666,6
9456,MG974562,0.6666666666666666,6
9457,MH294929,0.6666666666666666,6
9458,CY258220,0.6666666666666666,6
9459,CY258228,0.6666666666666666,6
9460,MH294860,0.6666666666666666,6
9461,CY224030,1.0,3
9462,CY228389,1.0,3
9463,CY231125,1.0,3
9464,CY230786,1.0,3
9465,CY232324,1.0,3
9466,CY232594,1.0,3
9467,CY220567,1.0,3
9468,CY232516,1.0,3
9469,CY220727,1.0,3
9470,CY244213,1.0,3
9471,CY219236,1.0,3
9472,CY244397,1.0,3
9473,CY234943,1.0,3
9474,CY244395,1.0,3
9475,CY244074,1.0,3
9476,CY243982,1.0,3
9477,CY243932,1.0,3
9478,KY583685,1.0,3
9479,CY243897,1.0,3
9480,CY223189,1.0,3
9481,CY225358,1.0,3
9482,CY223237,1.0,3
9483,CY244401,1.0,3
9484,CY212666,1.0,3
9485,CY214786,1.0,3
9486,CY230826,1.0,3
9487,CY214770,1.0,3
9488,CY212026,1.0,3
9489,CY215873,1.0,3
9490,CY238867,1.0,3
9491,CY235792,1.0,3
9492,CY238859,1.0,3
9493,CY227038,1.0,3
9494,CY234993,1.0,3
9495,CY228725,1.0,3
9496,CY214994,1.0,3
9497,CY225398,1.0,3
9498,CY221989,1.0,3
9499,CY244086,0.6666666666666666,3
9500,CY234980,0.6666666666666666,3
9501,CY228741,0.6666666666666666,3
9502,CY214490,0.6666666666666666,3
9503,CY216201,0.6666666666666666,3
9504,CY223285,0.6666666666666666,3
9505,CY227638,0.6666666666666666,3
9506,CY216505,0.6666666666666666,3
9507,CY244202,0.6666666666666666,3
9508,CY242102,0.6666666666666666,3
9509,CY212426,0.6666666666666666,3
9510,CY238593,0.6666666666666666,3
9511,CY259055,0.6666666666666666,3
9512,CY234602,0.6666666666666666,3
9513,CY228301,0.6666666666666666,3
9514,CY224086,0.6666666666666666,3
9515,CY238362,0.6666666666666666,3
9516,CY259183,0.6666666666666666,3
9517,CY226575,1.0,3
9518,CY244254,1.0,3
9519,MF593740,1.0,3
9520,CY210361,1.0,3
9521,CY216001,1.0,3
9522,CY215985,1.0,3
9523,MF182507,1.0,3
9524,CY228917,1.0,3
9525,CY212626,1.0,3
9526,CY259175,1.0,3
9527,CY227534,1.0,2
9528,CY227542,1.0,2
9529,CY228653,1.0,2
9530,CY227758,1.0,2
9531,CY215010,1.0,2
9532,CY220351,1.0,2
9533,CY220615,1.0,2
9534,CY219069,1.0,2
9535,CY215074,0.5,2
9536,CY214682,0.5,2
9537,CY213034,0.5,2
9538,CY230618,0.5,2
9539,CY230890,0.5,2
9540,CY209240,0.5,2
9541,CY243994,0.5,2
9542,CY234912,0.5,2
9543,KY583508,0.5,2
9544,CY212906,0.5,2
9545,CY226775,0.5,2
9546,CY226807,0.5,2
9547,CY227766,0.5,2
9548,CY215026,0.5,2
9549,CY227326,0.5,2
9550,CY210671,0.5,2
9551,CY211771,0.5,2
9552,CY235020,0.5,2
9553,CY213090,0.5,2
9554,CY243937,0.5,2
9555,CY235005,0.5,2
9556,CY244236,0.5,2
9557,CY223221,0.5,2
9558,CY230882,0.5,2
9559,KY583555,0.5,2
9560,MF182506,0.5,2
9561,MF593744,0.5,2
9562,KY289066,0.5,2
9563,CY212554,0.5,2
9564,CY212442,0.5,2
9565,CY223061,0.5,2
9566,CY227798,0.5,2
