"","tiplabel","longlabel","stringdates","refclade"
"11565","CY038607","CY038607,A/Hong","607,A/Hong","Unassigned"
"11566","CY043744","CY043744,A/Hong","744,A/Hong","Unassigned"
"11567","CY038631","CY038631,A/Hong","631,A/Hong","Unassigned"
"11568","EU856984","EU856984,A/Hong","984,A/Hong","Unassigned"
"11569","CY040314","CY040314,A/Hong","314,A/Hong","Unassigned"
"11570","CY038647","CY038647,A/Hong","647,A/Hong","Unassigned"
"11571","CY039047","CY039047,A/Hong","047,A/Hong","Unassigned"
"11572","EU857037","EU857037,A/Hong","037,A/Hong","Unassigned"
"11573","CY038655","CY038655,A/Hong","655,A/Hong","Unassigned"
"11574","CY038639","CY038639,A/Hong","639,A/Hong","Unassigned"
"11575","CY039495","CY039495,A/Hong","495,A/Hong","Unassigned"
"11576","CY040306","CY040306,A/Hong","306,A/Hong","Unassigned"
"11577","CY039023","CY039023,A/Hong","023,A/Hong","Unassigned"
"11578","CY038671","CY038671,A/Hong","671,A/Hong","Unassigned"
"11579","CY039965","CY039965,A/Canterbury/200/2004,2004/09/16","2004/09/16","Unassigned"
"11580","CY039039","CY039039,A/Hong","039,A/Hong","Unassigned"
"11581","CY039015","CY039015,A/Hong","015,A/Hong","Unassigned"
"11582","EU857054","EU857054,A/Hong","054,A/Hong","Unassigned"
"11583","CY001640","CY001640,A/New","1640,A/New","Unassigned"
"11584","CY000025","CY000025,A/New","0025,A/New","Unassigned"
"11585","CY006995","CY006995,A/Canterbury/395/2003,2003/07/26","2003/07/26","Unassigned"
"11586","CY007003","CY007003,A/Canterbury/397/2003,2003/08/18","2003/08/18","Unassigned"
"11587","CY006971","CY006971,A/Canterbury/392/2003,2003/08/17","2003/08/17","Unassigned"
"11588","CY011736","CY011736,A/Wellington/25/2003,2003/06/18","2003/06/18","Unassigned"
"11589","CY007067","CY007067,A/Canterbury/408/2003,2003/07/05","2003/07/05","Unassigned"
"11590","CY006923","CY006923,A/Canterbury/382/2003,2003/07/14","2003/07/14","Unassigned"
"11591","CY012376","CY012376,A/Wellington/53/2003,2003/07/16","2003/07/16","Unassigned"
"11592","CY011744","CY011744,A/Wellington/28/2003,2003/06/24","2003/06/24","Unassigned"
"11593","CY013136","CY013136,A/Waikato/54/2003,2003/07/03","2003/07/03","Unassigned"
"11594","CY007243","CY007243,A/Canterbury/441/2003,2003/08/05","2003/08/05","Unassigned"
"11595","CY012064","CY012064,A/Wellington/34/2003,2003/06/30","2003/06/30","Unassigned"
"11596","CY011696","CY011696,A/Wellington/03/2003,2003/05/19","2003/05/19","Unassigned"
"11597","CY012352","CY012352,A/Waikato/156/2003,2003/06/22","2003/06/22","Unassigned"
"11598","CY012072","CY012072,A/Waikato/154/2003,2003/06/21","2003/06/21","Unassigned"
"11599","CY007211","CY007211,A/Canterbury/437/2003,2003/07/16","2003/07/16","Unassigned"
"11600","CY007155","CY007155,A/Canterbury/428/2003,2003/07/16","2003/07/16","Unassigned"
"11601","CY006939","CY006939,A/Canterbury/386/2003,2003/07/16","2003/07/16","Unassigned"
"11602","CY007131","CY007131,A/Canterbury/423/2003,2003/07/14","2003/07/14","Unassigned"
"11603","CY015844","CY015844,A/Western",",A/Western","Unassigned"
"11604","CY007195","CY007195,A/Canterbury/435/2003,2003/07/16","2003/07/16","Unassigned"
"11605","CY017579","CY017579,A/Queensland/39/2003,2003/09/11","2003/09/11","Unassigned"
"11606","CY018973","CY018973,A/Queensland/31/2003,2003/08/12","2003/08/12","Unassigned"
"11607","CY007027","CY007027,A/Canterbury/401/2003,2003/07/05","2003/07/05","Unassigned"
"11608","CY012656","CY012656,A/Wellington/47/2003,2003/07/07","2003/07/07","Unassigned"
"11609","CY008548","CY008548,A/Canterbury/426/2003,2003/07/15","2003/07/15","Unassigned"
"11610","CY013120","CY013120,A/Waikato/46/2003,2003/06/24","2003/06/24","Unassigned"
"11611","CY015828","CY015828,A/Western",",A/Western","Unassigned"
"11612","CY018989","CY018989,A/Queensland/34/2003,2003/08/25","2003/08/25","Unassigned"
"11613","CY007251","CY007251,A/Canterbury/442/2003,2003/08/15","2003/08/15","Unassigned"
"11614","CY015796","CY015796,A/Western",",A/Western","Unassigned"
"11615","CY007075","CY007075,A/Canterbury/410/2003,2003/07/06","2003/07/06","Unassigned"
"11616","CY008540","CY008540,A/Canterbury/425/2003,2003/07/15","2003/07/15","Unassigned"
"11617","CY008196","CY008196,A/Canterbury/432/2003,2003/07/18","2003/07/18","Unassigned"
"11618","CY006987","CY006987,A/Canterbury/394/2003,2003/06/30","2003/06/30","Unassigned"
"11619","CY007011","CY007011,A/Canterbury/398/2003,2003/08/14","2003/08/14","Unassigned"
"11620","CY007019","CY007019,A/Canterbury/399/2003,2003/07/05","2003/07/05","Unassigned"
"11621","CY006963","CY006963,A/Canterbury/391/2003,2003/08/19","2003/08/19","Unassigned"
"11622","CY007083","CY007083,A/Canterbury/411/2003,2003/07/15","2003/07/15","Unassigned"
"11623","CY018981","CY018981,A/Queensland/32/2003,2003/08/20","2003/08/20","Unassigned"
"11624","CY012424","CY012424,A/Waikato/148/2003,2003/07/25","2003/07/25","Unassigned"
"11625","CY013445","CY013445,A/Dunedin/38/2003,2003/08/02","2003/08/02","Unassigned"
"11626","CY007179","CY007179,A/South","79,A/South","Unassigned"
"11627","CY015820","CY015820,A/Western",",A/Western","Unassigned"
"11628","CY012416","CY012416,A/Waikato/147/2003,2003/07/28","2003/07/28","Unassigned"
"11629","CY012088","CY012088,A/Waikato/102/2003,2003/07/08","2003/07/08","Unassigned"
"11630","CY012368","CY012368,A/Waikato/115/2003,2003/07/06","2003/07/06","Unassigned"
"11631","CY012080","CY012080,A/Waikato/91/2003,2003/06/28","2003/06/28","Unassigned"
"11632","CY017941","CY017941,A/Queensland/38/2003,2003/09/03","2003/09/03","Unassigned"
"11633","CY007171","CY007171,A/Canterbury/431/2003,2003/08/17","2003/08/17","Unassigned"
"11634","CY013429","CY013429,A/Waikato/15/2003,2003/06/16","2003/06/16","Unassigned"
"11635","CY013437","CY013437,A/Waikato/108/2003,2003/07/07","2003/07/07","Unassigned"
"11636","CY012664","CY012664,A/Wellington/49/2003,2003/07/08","2003/07/08","Unassigned"
"11637","CY012648","CY012648,A/Wellington/9/2003,2003/05/30","2003/05/30","Unassigned"
"11638","CY011760","CY011760,A/Waikato/75/2003,2003/07/02","2003/07/02","Unassigned"
"11639","CY012408","CY012408,A/Waikato/139/2003,2003/07/24","2003/07/24","Unassigned"
"11640","CY012096","CY012096,A/Waikato/150/2003,2003/08/07","2003/08/07","Unassigned"
"11641","CY012360","CY012360,A/Waikato/29/2003,2003/06/23","2003/06/23","Unassigned"
"11642","CY011728","CY011728,A/Waikato/3/2003,2003/06/11","2003/06/11","Unassigned"
"11643","CY012400","CY012400,A/Waikato/133/2003,2003/07/08","2003/07/08","Unassigned"
"11644","CY013144","CY013144,A/Waikato/94/2003,2003/06/27","2003/06/27","Unassigned"
"11645","CY012392","CY012392,A/Waikato/129/2003,2003/07/11","2003/07/11","Unassigned"
"11646","CY017797","CY017797,A/Western",",A/Western","Unassigned"
"11647","CY007227","CY007227,A/Canterbury/439/2003,2003/07/17","2003/07/17","Unassigned"
"11648","CY007267","CY007267,A/Canterbury/444/2003,2003/08/17","2003/08/17","Unassigned"
"11649","CY012384","CY012384,A/Waikato/122/2003,2003/06/25","2003/06/25","Unassigned"
"11650","CY011752","CY011752,A/Waikato/61/2003,2003/06/30","2003/06/30","Unassigned"
"11651","CY011768","CY011768,A/Waikato/120/2003,2003/07/08","2003/07/08","Unassigned"
"11652","CY009020","CY009020,A/Canterbury/400/2003,2003/07/05","2003/07/05","Unassigned"
"11653","CY091205","CY091205,A/Australia/NHRC0010/2003,2003/07/10","2003/07/10","Unassigned"
"11654","CY091293","CY091293,A/Australia/NHRC0003/2003,2003/07/01","2003/07/01","Unassigned"
"11655","CY091181","CY091181,A/Australia/NHRC0001/2003,2003/07/01","2003/07/01","Unassigned"
"11656","CY091277","CY091277,A/Australia/NHRC0008/2003,2003/07/08","2003/07/08","Unassigned"
"11657","CY091189","CY091189,A/Australia/NHRC0004/2003,2003/07/02","2003/07/02","Unassigned"
"11658","CY091285","CY091285,A/Australia/NHRC0006/2003,2003/07/07","2003/07/07","Unassigned"
"11659","CY007163","CY007163,A/Canterbury/430/2003,2003/07/28","2003/07/28","Unassigned"
"11660","CY017949","CY017949,A/Queensland/40/2003,2003/09/10","2003/09/10","Unassigned"
"11661","CY017563","CY017563,A/Queensland/33/2003,2003/08/25","2003/08/25","Unassigned"
"11662","CY088438","CY088438,A/England/584/2003,2003/11/16","2003/11/16","Unassigned"
"11663","CY009244","CY009244,A/New","9244,A/New","Unassigned"
"11664","CY118674","CY118674,A/Malaysia/25920/2003,2003/09/30","2003/09/30","Unassigned"
"11665","CY088270","CY088270,A/England/585/2003,2003/11/25","2003/11/25","Unassigned"
"11666","CY000513","CY000513,A/New","0513,A/New","Unassigned"
"11667","CY000121","CY000121,A/New","0121,A/New","Unassigned"
"11668","CY088126","CY088126,A/Scotland/76/2003,2003/11/03","2003/11/03","Unassigned"
"11669","CY088110","CY088110,A/England/475/2003,2003/11/03","2003/11/03","Unassigned"
"11670","CY088150","CY088150,A/Scotland/81/2003,2003/11/12","2003/11/12","Unassigned"
"11671","CY087990","CY087990,A/Scotland/52/2003,2003/10/23","2003/10/23","Unassigned"
"11672","CY000081","CY000081,A/New","0081,A/New","Unassigned"
"11673","CY088374","CY088374,A/England/534/2003,2003/11/26","2003/11/26","Unassigned"
"11674","CY088449","CY088449,A/England/592/2003,2003/12/16","2003/12/16","Unassigned"
"11675","CY107162","CY107162,A/England/528/2003,2003/12/04","2003/12/04","Unassigned"
"11676","CY088334","CY088334,A/England/568/2003,2003/11/26","2003/11/26","Unassigned"
"11677","CY088278","CY088278,A/England/487/2003,2003/11/24","2003/11/24","Unassigned"
"11678","CY088382","CY088382,A/England/532/2003,2003/11/27","2003/11/27","Unassigned"
"11679","CY087976","CY087976,A/England/430/2003,2003/10/24","2003/10/24","Unassigned"
"11680","CY088030","CY088030,A/England/425/2003,2003/10/29","2003/10/29","Unassigned"
"11681","CY088430","CY088430,A/England/917/2003,2003/12/02","2003/12/02","Unassigned"
"11682","CY088230","CY088230,A/England/531/2003,2003/11/20","2003/11/20","Unassigned"
"11683","CY088190","CY088190,A/England/944/2003,2003/11/17","2003/11/17","Unassigned"
"11684","CY088206","CY088206,A/England/518/2003,2003/11/05","2003/11/05","Unassigned"
"11685","CY088302","CY088302,A/England/493/2003,2003/11/23","2003/11/23","Unassigned"
"11686","CY088070","CY088070,A/England/642/2003,2003/11/17","2003/11/17","Unassigned"
"11687","CY088254","CY088254,A/England/525/2003,2003/11/27","2003/11/27","Unassigned"
"11688","CY088414","CY088414,A/England/552/2003,2003/12/18","2003/12/18","Unassigned"
"11689","CY088046","CY088046,A/Scotland/61/2003,2003/10/26","2003/10/26","Unassigned"
"11690","CY087998","CY087998,A/England/446/2003,2003/10/27","2003/10/27","Unassigned"
"11691","CY088182","CY088182,A/England/479/2003,2003/11/19","2003/11/19","Unassigned"
"11692","CY000561","CY000561,A/New","0561,A/New","Unassigned"
"11693","CY008900","CY008900,A/New","8900,A/New","Unassigned"
"11694","CY000881","CY000881,A/New","0881,A/New","Unassigned"
"11695","CY088102","CY088102,A/Scotland/72/2003,2003/10/28","2003/10/28","Unassigned"
"11696","CY088318","CY088318,A/England/485/2003,2003/12/05","2003/12/05","Unassigned"
"11697","CY104140","CY104140,A/HaNoi/HN30110/2004,2004/01/30","2004/01/30","Unassigned"
"11698","CY088054","CY088054,A/England/445/2003,2003/11/03","2003/11/03","Unassigned"
"11699","CY088022","CY088022,A/England/442/2003,2003/11/03","2003/11/03","Unassigned"
"11700","CY000949","CY000949,A/New","0949,A/New","Unassigned"
"11701","CY088222","CY088222,A/England/520/2003,2003/11/20","2003/11/20","Unassigned"
"11702","CY088158","CY088158,A/England/470/2003,2003/11/05","2003/11/05","Unassigned"
"11703","CY000473","CY000473,A/New","0473,A/New","Unassigned"
"11704","CY001037","CY001037,A/New","1037,A/New","Unassigned"
"11705","CY000505","CY000505,A/New","0505,A/New","Unassigned"
"11706","CY000017","CY000017,A/New","0017,A/New","Unassigned"
"11707","EU856944","EU856944,A/Hong","944,A/Hong","Unassigned"
"11708","EU856929","EU856929,A/Hong","929,A/Hong","Unassigned"
"11709","CY039159","CY039159,A/Hong","159,A/Hong","Unassigned"
"11710","CY038935","CY038935,A/Hong","935,A/Hong","Unassigned"
"11711","CY038575","CY038575,A/Hong","575,A/Hong","Unassigned"
"11712","CY038975","CY038975,A/Hong","975,A/Hong","Unassigned"
"11713","CY117988","CY117988,A/Malaysia/29997/2004,2004/10/20","2004/10/20","Unassigned"
"11714","EU857075","EU857075,A/Hong","075,A/Hong","Unassigned"
"11715","EU857089","EU857089,A/Hong","089,A/Hong","Unassigned"
"11716","CY038591","CY038591,A/Hong","591,A/Hong","Unassigned"
"11717","CY038959","CY038959,A/Hong","959,A/Hong","Unassigned"
"11718","CY118682","CY118682,A/Malaysia/25957/2003,2003/10/05","2003/10/05","Unassigned"
"11719","CY118275","CY118275,A/Malaysia/25750/2003,2003/09/09","2003/09/09","Unassigned"
"11720","CY088134","CY088134,A/Scotland/78/2003,2003/11/07","2003/11/07","Unassigned"
"11721","CY088094","CY088094,A/Scotland/71/2003,2003/11/04","2003/11/04","Unassigned"
"11722","CY088350","CY088350,A/England/567/2003,2003/12/04","2003/12/04","Unassigned"
"11723","CY090973","CY090973,A/Georgia/NHRC0001/2004,2004/01/20","2004/01/20","Unassigned"
"11724","CY090933","CY090933,A/Missouri/NHRC0001/2003,2003/11/06","2003/11/06","Unassigned"
"11725","CY008908","CY008908,A/New","8908,A/New","Unassigned"
"11726","CY001205","CY001205,A/New","1205,A/New","Unassigned"
"11727","CY000973","CY000973,A/New","0973,A/New","Unassigned"
"11728","CY000153","CY000153,A/New","0153,A/New","Unassigned"
"11729","CY000169","CY000169,A/New","0169,A/New","Unassigned"
"11730","CY000089","CY000089,A/New","0089,A/New","Unassigned"
"11731","CY000097","CY000097,A/New","0097,A/New","Unassigned"
"11732","CY002344","CY002344,A/New","2344,A/New","Unassigned"
"11733","CY001712","CY001712,A/New","1712,A/New","Unassigned"
"11734","CY001293","CY001293,A/New","1293,A/New","Unassigned"
"11735","CY000033","CY000033,A/New","0033,A/New","Unassigned"
"11736","CY092201","CY092201,A/Illinois/NHRC0001/2003,2003/10/28","2003/10/28","Unassigned"
"11737","CY000145","CY000145,A/New","0145,A/New","Unassigned"
"11738","CY092108","CY092108,A/Illinois/NHRC0001/2004,2004/01/20","2004/01/20","Unassigned"
"11739","CY000901","CY000901,A/New","0901,A/New","Unassigned"
"11740","CY090925","CY090925,A/South","25,A/South","Unassigned"
"11741","CY001064","CY001064,A/New","1064,A/New","Unassigned"
"11742","CY000105","CY000105,A/New","0105,A/New","Unassigned"
"11743","CY000161","CY000161,A/New","0161,A/New","Unassigned"
"11744","CY090957","CY090957,A/Texas/NHRC0001/2003,2003/11/20","2003/11/20","Unassigned"
"11745","CY090965","CY090965,A/New","0965,A/New","Unassigned"
"11746","CY090941","CY090941,A/California/NHRC0001/2003,2003/11/13","2003/11/13","Unassigned"
"11747","CY001624","CY001624,A/New","1624,A/New","Unassigned"
"11748","CY001285","CY001285,A/New","1285,A/New","Unassigned"
"11749","CY000049","CY000049,A/New","0049,A/New","Unassigned"
"11750","CY000057","CY000057,A/New","0057,A/New","Unassigned"
"11751","CY001021","CY001021,A/New","1021,A/New","Unassigned"
"11752","CY001045","CY001045,A/New","1045,A/New","Unassigned"
"11753","CY000001","CY000001,A/New","0001,A/New","Unassigned"
"11754","CY000065","CY000065,A/New","0065,A/New","Unassigned"
"11755","CY015860","CY015860,A/Western",",A/Western","Unassigned"
"11756","CY015812","CY015812,A/Western",",A/Western","Unassigned"
"11757","CY015788","CY015788,A/Western",",A/Western","Unassigned"
"11758","CY015868","CY015868,A/Western",",A/Western","Unassigned"
"11759","CY015780","CY015780,A/Western",",A/Western","Unassigned"
"11760","CY015836","CY015836,A/Western",",A/Western","Unassigned"
"11761","CY015772","CY015772,A/Western",",A/Western","Unassigned"
"11762","CY015852","CY015852,A/Western",",A/Western","Unassigned"
"11763","CY008892","CY008892,A/New","8892,A/New","Unassigned"
"11764","CY001421","CY001421,A/New","1421,A/New","Unassigned"
"11765","CY000917","CY000917,A/New","0917,A/New","Unassigned"
"11766","CY008884","CY008884,A/New","8884,A/New","Unassigned"
"11767","CY009260","CY009260,A/New","9260,A/New","Unassigned"
"11768","CY009252","CY009252,A/New","9252,A/New","Unassigned"
"11769","CY008916","CY008916,A/New","8916,A/New","Unassigned"
"11770","CY118666","CY118666,A/Malaysia/25849/2003,2003/09/22","2003/09/22","Unassigned"
"11771","CY001053","CY001053,A/New","1053,A/New","Unassigned"
"11772","CY001229","CY001229,A/New","1229,A/New","Unassigned"
"11773","CY000193","CY000193,A/New","0193,A/New","Unassigned"
"11774","CY000965","CY000965,A/New","0965,A/New","Unassigned"
"11775","CY001341","CY001341,A/New","1341,A/New","Unassigned"
"11776","CY092209","CY092209,A/Georgia/NHRC0001/2003,2003/12/05","2003/12/05","Unassigned"
"11777","CY090949","CY090949,A/South","49,A/South","Unassigned"
"11778","CY001061","CY001061,A/New","1061,A/New","Unassigned"
"11779","CY000009","CY000009,A/New","0009,A/New","Unassigned"
"11780","CY001648","CY001648,A/New","1648,A/New","Unassigned"
"11781","CY000249","CY000249,A/New","0249,A/New","Unassigned"
"11782","CY000889","CY000889,A/New","0889,A/New","Unassigned"
"11783","CY000761","CY000761,A/New","0761,A/New","Unassigned"
"11784","CY008868","CY008868,A/New","8868,A/New","Unassigned"
"11785","CY001632","CY001632,A/New","1632,A/New","Unassigned"
"11786","CY038567","CY038567,A/Hong","567,A/Hong","Unassigned"
"11787","CY088326","CY088326,A/England/508/2003,2003/11/27","2003/11/27","Unassigned"
"11788","CY100594","CY100594,A/Mexico/InDRE2662/2003,2003/12/15","2003/12/15","Unassigned"
"11789","KJ855451","KJ855451,A/Mexico/DIF2662/2003,2003/12/15","2003/12/15","Unassigned"
"11790","CY001221","CY001221,A/New","1221,A/New","Unassigned"
"11791","CY001096","CY001096,A/New","1096,A/New","Unassigned"
"11792","CY000041","CY000041,A/New","0041,A/New","Unassigned"
"11793","CY001088","CY001088,A/New","1088,A/New","Unassigned"
"11794","CY000909","CY000909,A/New","0909,A/New","Unassigned"
"11795","CY001112","CY001112,A/New","1112,A/New","Unassigned"
"11796","CY000177","CY000177,A/New","0177,A/New","Unassigned"
"11797","CY000361","CY000361,A/New","0361,A/New","Unassigned"
"11798","CY000265","CY000265,A/New","0265,A/New","Unassigned"
"11799","CY000377","CY000377,A/New","0377,A/New","Unassigned"
"11800","CY000129","CY000129,A/New","0129,A/New","Unassigned"
"11801","CY001512","CY001512,A/New","1512,A/New","Unassigned"
"11802","CY000073","CY000073,A/New","0073,A/New","Unassigned"
"11803","CY000785","CY000785,A/New","0785,A/New","Unassigned"
"11804","CY000777","CY000777,A/New","0777,A/New","Unassigned"
"11805","CY091117","CY091117,A/Missouri/NHRC0002/2004,2004/01/09","2004/01/09","Unassigned"
"11806","CY091461","CY091461,A/California/NHRC0006/2003,2003/12/10","2003/12/10","Unassigned"
"11807","CY000369","CY000369,A/New","0369,A/New","Unassigned"
"11808","CY000345","CY000345,A/New","0345,A/New","Unassigned"
"11809","EU857050","EU857050,A/Hong","050,A/Hong","A1a"
"11810","EU857061","EU857061,A/Hong","061,A/Hong","A1a"
"11811","EU856860","EU856860,A/Hong","860,A/Hong","A1a"
"11812","EU856862","EU856862,A/Hong","862,A/Hong","A1a"
"11813","EU856864","EU856864,A/Hong","864,A/Hong","A1a"
"11814","EU856861","EU856861,A/Hong","861,A/Hong","A1a"
"11815","EU857063","EU857063,A/Hong","063,A/Hong","A1a"
"11816","EU856859","EU856859,A/Hong","859,A/Hong","A1a"
"11817","EU857068","EU857068,A/Hong","068,A/Hong","A1a"
"11818","EU857028","EU857028,A/Hong","028,A/Hong","A1a"
"11819","EU857052","EU857052,A/Hong","052,A/Hong","A1a"
"11820","CY001253","CY001253,A/New","1253,A/New","A1a"
"11821","CY001536","CY001536,A/New","1536,A/New","A1a"
"11822","CY001373","CY001373,A/New","1373,A/New","A1a"
"11823","CY091493","CY091493,A/Singapore/NHRC0002/2003,2003/09/29","2003/09/29","A1a"
"11824","CY091165","CY091165,A/Singapore/NHRC0011/2003,2003/10/11","2003/10/11","A1a"
"11825","CY003680","CY003680,A/New","3680,A/New","A1a"
"11826","CY032969","CY032969,A/Yucatan/ME6057/2003,2003/03/20","2003/03/20","A1a"
"11827","KJ855387","KJ855387,A/Mexico/DIF940/2003,2003/04/23","2003/04/23","Unassigned"
"11828","KJ855371","KJ855371,A/Mexico/DIF756/2003,2003/02/04","2003/02/04","A1a"
"11829","CY100610","CY100610,A/Mexico/InDRE756/2003,2003/02/04","2003/02/04","A1a"
"11830","CY100618","CY100618,A/Mexico/InDRE835/2003,2003/07/04","2003/07/04","A1a"
"11831","CY001013","CY001013,A/New","1013,A/New","A1a"
"11832","CY001469","CY001469,A/New","1469,A/New","A1a"
"11833","CY112981","CY112981,A/Netherlands/217/2003,2003/04/20","2003/04/20","A1a"
"11834","HQ166052","HQ166052,A/Netherlands/213/2003,2003/04/20","2003/04/20","A1a"
"11835","CY112973","CY112973,A/Netherlands/109/2003,2003/03/17","2003/03/17","A1a"
"11836","CY114357","CY114357,A/Netherlands/222/2003,2003/04/14","2003/04/14","A1a"
"11837","EU857067","EU857067,A/Hong","067,A/Hong","Unassigned"
"11838","CY020029","CY020029,A/Queensland/44/2004,2004/10/09","2004/10/09","Unassigned"
"11839","CY017595","CY017595,A/Queensland/48/2004,2004/09/30","2004/09/30","Unassigned"
"11840","CY017587","CY017587,A/Queensland/47/2004,2004/10/06","2004/10/06","Unassigned"
"11841","CY019005","CY019005,A/Queensland/41/2004,2004/10/07","2004/10/07","Unassigned"
"11842","CY015908","CY015908,A/Western",",A/Western","Unassigned"
"11843","CY017957","CY017957,A/Queensland/42/2004,2004/10/13","2004/10/13","Unassigned"
"11844","CY015932","CY015932,A/Western",",A/Western","Unassigned"
"11845","CY112957","CY112957,A/Netherlands/22/2003,2003/02/23","2003/02/23","Unassigned"
"11846","CY105206","CY105206,A/Hanoi/BM766/2003,2003/06/16","2003/06/16","Unassigned"
"11847","CY006859","CY006859,A/New","6859,A/New","Unassigned"
"11848","CY105254","CY105254,A/HaNoi/HN695/2003,2003/08/14","2003/08/14","Unassigned"
"11849","CY105214","CY105214,A/Hanoi/BM767/2003,2003/06/16","2003/06/16","Unassigned"
"11850","EU857066","EU857066,A/Hong","066,A/Hong","Unassigned"
"11851","EU856974","EU856974,A/Hong","974,A/Hong","Unassigned"
"11852","EU856990","EU856990,A/Hong","990,A/Hong","Unassigned"
"11853","EU857019","EU857019,A/Hong","019,A/Hong","Unassigned"
"11854","EU856940","EU856940,A/Hong","940,A/Hong","Unassigned"
"11855","EU856976","EU856976,A/Hong","976,A/Hong","Unassigned"
"11856","EU856989","EU856989,A/Hong","989,A/Hong","Unassigned"
"11857","CY032961","CY032961,A/Yucatan/844/2003,2003/03/19","2003/03/19","Unassigned"
"11858","CY118658","CY118658,A/Malaysia/23606/2002,2002/11/18","2002/11/18","Unassigned"
"11859","EU857059","EU857059,A/Hong","059,A/Hong","Unassigned"
"11860","EU856858","EU856858,A/Hong","858,A/Hong","Unassigned"
"11861","EU857040","EU857040,A/Hong","040,A/Hong","Unassigned"
"11862","EU856936","EU856936,A/Hong","936,A/Hong","Unassigned"
"11863","JN617982","JN617982,A/Thailand/Siriraj-06/2002,2002/06/24","2002/06/24","Unassigned"
"11864","EU856934","EU856934,A/Hong","934,A/Hong","Unassigned"
"11865","EU856975","EU856975,A/Hong","975,A/Hong","Unassigned"
"11866","EU856916","EU856916,A/Hong","916,A/Hong","Unassigned"
"11867","EU856935","EU856935,A/Hong","935,A/Hong","Unassigned"
"11868","EU856938","EU856938,A/Hong","938,A/Hong","Unassigned"
"11869","EU857032","EU857032,A/Hong","032,A/Hong","Unassigned"
"11870","EU857018","EU857018,A/Hong","018,A/Hong","Unassigned"
"11871","EU856946","EU856946,A/Hong","946,A/Hong","A1a"
"11872","EU856981","EU856981,A/Hong","981,A/Hong","Unassigned"
"11873","EU856949","EU856949,A/Hong","949,A/Hong","Unassigned"
"11874","EU856948","EU856948,A/Hong","948,A/Hong","Unassigned"
"11875","EU856945","EU856945,A/Hong","945,A/Hong","Unassigned"
"11876","EU856950","EU856950,A/Hong","950,A/Hong","Unassigned"
"11877","EU856853","EU856853,A/Hong","853,A/Hong","Unassigned"
"11878","EU856915","EU856915,A/Hong","915,A/Hong","Unassigned"
"11879","EU856863","EU856863,A/Hong","863,A/Hong","Unassigned"
"11880","EU856932","EU856932,A/Hong","932,A/Hong","Unassigned"
"11881","EU857033","EU857033,A/Hong","033,A/Hong","Unassigned"
"11882","EU856988","EU856988,A/Hong","988,A/Hong","Unassigned"
"11883","EU856957","EU856957,A/Hong","957,A/Hong","Unassigned"
"11884","EU856959","EU856959,A/Hong","959,A/Hong","Unassigned"
"11885","EU856980","EU856980,A/Hong","980,A/Hong","Unassigned"
"11886","EU856954","EU856954,A/Hong","954,A/Hong","Unassigned"
"11887","EU856922","EU856922,A/Hong","922,A/Hong","Unassigned"
"11888","EU856918","EU856918,A/Hong","918,A/Hong","Unassigned"
"11889","EU856907","EU856907,A/Hong","907,A/Hong","Unassigned"
"11890","EU856961","EU856961,A/Hong","961,A/Hong","Unassigned"
"11891","CY011592","CY011592,A/Waikato/1/2000,2000/08/09","2000/08/09","Unassigned"
"11892","CY019989","CY019989,A/Wellington/21/2000,2000/09/19","2000/09/19","Unassigned"
"11893","EU856956","EU856956,A/Hong","956,A/Hong","Unassigned"
"11894","CY117768","CY117768,A/Malaysia/13329/1999,1999/12/23","1999/12/23","Unassigned"
"11895","CY117760","CY117760,A/Malaysia/13328/1999,1999/12/23","1999/12/23","Unassigned"
"11896","CY118594","CY118594,A/Malaysia/13246/1999,1999/12/13","1999/12/13","Unassigned"
"11897","EU856925","EU856925,A/Hong","925,A/Hong","Unassigned"
"11898","CY119082","CY119082,A/Malaysia/12106/1999,1999/07/14","1999/07/14","Unassigned"
"11899","CY118514","CY118514,A/Malaysia/12132/1999,1999/07/16","1999/07/16","Unassigned"
"11900","CY118586","CY118586,A/Malaysia/13094/1999,1999/11/20","1999/11/20","Unassigned"
"11901","CY001576","CY001576,A/New","1576,A/New","Unassigned"
"11902","CY001760","CY001760,A/New","1760,A/New","Unassigned"
"11903","CY001856","CY001856,A/New","1856,A/New","Unassigned"
"11904","CY001864","CY001864,A/New","1864,A/New","Unassigned"
"11905","CY001768","CY001768,A/New","1768,A/New","Unassigned"
"11906","CY001824","CY001824,A/New","1824,A/New","Unassigned"
"11907","CY001816","CY001816,A/New","1816,A/New","Unassigned"
"11908","CY001568","CY001568,A/New","1568,A/New","Unassigned"
"11909","CY001872","CY001872,A/New","1872,A/New","Unassigned"
"11910","CY001752","CY001752,A/New","1752,A/New","Unassigned"
"11911","CY001696","CY001696,A/New","1696,A/New","Unassigned"
"11912","CY001888","CY001888,A/New","1888,A/New","Unassigned"
"11913","CY008292","CY008292,A/Canterbury/60/2002,2002/06/30","2002/06/30","Unassigned"
"11914","CY012024","CY012024,A/Waikato/29/2002,2002/07/12","2002/07/12","Unassigned"
"11915","CY008268","CY008268,A/Canterbury/09/2002,2002/04/11","2002/04/11","Unassigned"
"11916","CY008260","CY008260,A/Canterbury/06/2002,2002/04/19","2002/04/19","Unassigned"
