"","D_Lab","Date"
"4891","KX013005","2009/07/22"
"10505","JX309086","2010/01/12"
"6747","AB535746","2009/10/27"
"11782","AB704486","2010/01/12"
"9609","AB558366","2009/10/27"
"9625","AB558386","2009/11/17"
"9620","AB558384","2009/11/12"
"6725","AB551878","2010/01/18"
"9583","AB558330","2009/10/05"
"9607","AB558364","2009/10/23"
"13008","AB601604","2009/12/03"
"10151","JX309033","2010/01/25"
"9616","AB558379","2009/11/02"
"9627","AB558393","2009/12/08"
"9630","AB558397","2009/12/09"
"9594","AB558338","2009/10/19"
"9589","AB558336","2009/10/16"
"9593","AB558341","2009/10/19"
"9621","AB558385","2009/11/17"
"9632","AB558399","2009/12/09"
"9553","AB558298","2009/09/07"
"9551","AB558296","2009/09/05"
"9548","AB558293","2009/09/03"
"9615","AB558378","2009/10/30"
"9591","AB558339","2009/10/19"
"9626","AB558392","2009/12/08"
"9634","AB558401","2009/12/17"
"9614","AB558373","2009/11/02"
"9563","AB558308","2009/09/10"
"9547","AB558408","2009/11/04"
"9619","AB558382","2009/11/05"
"9623","AB558387","2009/11/17"
"6745","AB536768","2009/10/26"
"5287","CY062414","2009/08/24"
"10173","CY123253","2009/11/16"
"12733","CY050142","2009/05/04"
"12783","CY046707","2009/05/20"
"12661","CY050150","2009/05/28"
"12778","CY050967","2009/06/01"
"12836","CY051263","2009/06/02"
"2452","HM567552","2009/04/29"
"2448","CY065206","2009/04/28"
"5906","CY062635","2009/05/09"
"6246","KC782315","2009/08/28"
"7395","CY041814","2009/05/06"
"12839","CY051511","2009/06/09"
"12786","CY046323","2009/05/04"
"12788","CY089880","2009/05/30"
"12847","CY051479","2009/06/23"
"12837","CY051271","2009/06/02"
"12714","CY046899","2009/05/28"
"12795","CY046835","2009/05/27"
"5999","CY147907","2009/04/28"
"12840","CY051375","2009/06/10"
"12835","CY051255","2009/05/29"
"12724","CY050959","2009/06/01"
"12764","CY046731","2009/05/20"
"12767","CY046451","2009/04/30"
"12656","CY046475","2009/04/30"
"7978","GU014764","2009/06/22"
"12013","GQ334355","2009/06/16"
"12676","CY046483","2009/05/04"
"12686","CY046603","2009/05/07"
"11207","GQ323574","2009/05/12"
"12757","CY046859","2009/05/04"
"12842","CY051391","2009/06/10"
"12794","CY089944","2009/06/18"
"5913","CY064740","2009/04/30"
"6018","GQ149623","2009/04/14"
"12666","CY046523","2009/05/04"
"12748","CY046315","2009/05/01"
"5905","CY050254","2009/05/09"
"12747","CY046675","2009/05/13"
"12815","CY046643","2009/05/16"
"12735","CY046275","2009/05/03"
"12772","CY051103","2009/06/13"
"12732","CY046611","2009/05/09"
"12745","CY050911","2009/05/28"
"12691","CY051071","2009/06/08"
"12692","CY054683","2009/06/03"
"12800","CY052114","2009/06/26"
"12826","CY046843","2009/04/30"
"12796","CY046779","2009/05/26"
"1523","CY055447","2009/06/17"
"12793","CY050328","2009/05/12"
"12774","CY046307","2009/04/29"
"12812","CY050420","2009/05/23"
"1649","CY054723","2009/06/13"
"11189","GQ160550","2009/04/27"
"4023","JQ409134","2009/06/13"
"2895","GQ283488","2009/05/26"
"9297","GQ356787","2009/06/01"
"9094","CY052046","2009/07/02"
"978","CY120715","2009/08/12"
"9338","HQ595259","2009/08/26"
"1746","GQ402204","2009/05/28"
"8215","CY051988","2009/08/11"
"4743","HM567848","2009/05/31"
"979","CY120723","2009/08/13"
"6633","KM219038","2009/08/07"
"6639","KM219040","2009/08/07"
"847","CY064684","2009/06/30"
"11296","CY052935","2009/09/03"
"837","CY064580","2009/06/20"
"7495","CY051551","2009/06/23"
"834","CY064532","2009/06/19"
"3531","CY068922","2009/08/06"
"829","CY064492","2009/06/15"
"5836","KC781551","2009/06/15"
"9321","GQ915020","2009/08/01"
"11279","CY052407","2009/07/13"
"7392","CY041782","2009/05/04"
"9330","HQ595247","2009/08/10"
"8652","CY052346","2009/07/12"
"7391","CY043195","2009/05/06"
"10480","GQ527164","2009/06/14"
"7420","CY043131","2009/05/14"
"8662","GQ329076","2009/06/02"
"11918","KC782202","2009/07/25"
"11917","KC780096","2009/07/25"
"11916","KC780085","2009/07/25"
"2330","HQ595252","2009/08/13"
"700","KR861651","2009/09/09"
"8833","CY103927","2009/09/03"
"9340","HQ595270","2009/08/28"
"9087","CY052347","2009/07/23"
"9097","KC967089","2009/07/29"
"2896","GQ283493","2009/05/28"
"9314","HQ595242","2009/07/31"
"9328","HQ595246","2009/08/03"
"9341","HQ595271","2009/08/28"
"9040","GQ323451","2009/04/30"
"9035","GQ232044","2009/04/28"
"851","CY063550","2009/07/06"
"7456","CY047374","2009/06/01"
"4746","GQ392029","2009/06/17"
"10472","GQ392017","2009/06/30"
"9829","KF667919","2009/08/27"
"218","GQ421199","2009/06/08"
"9495","CY107472","2009/06/10"
"1040","CY053222","2009/05/23"
"6007","GQ162194","2009/04/02"
"6009","GQ162170","2009/04/03"
"6010","GQ149654","2009/04/03"
"6023","GQ162183","2009/04/20"
"3011","GQ323560","2009/05/01"
"2457","HM567560","2009/04/30"
"6394","GQ231987","2009/05/01"
"7302","CY039901","2009/04/27"
"2127","GQ221823","2009/04/28"
"2292","GQ200268","2009/04/27"
"2132","GQ338394","2009/04/28"
"2135","GQ338355","2009/04/28"
"10799","GQ227545","2009/05/08"
"7505","CY087024","2009/07/03"
"2137","GQ232057","2009/04/28"
"7343","CY041621","2009/04/30"
"7353","CY041154","2009/04/28"
"7339","CY040031","2009/04/29"
"8371","GQ338378","2009/05/01"
"8018","GQ160586","2009/04/28"
"11108","GQ221798","2009/04/14"
"11114","GQ457487","2009/04/15"
"11125","GQ232002","2009/04/23"
"11122","GQ117032","2009/04/25"
"11109","GQ377072","2009/04/14"
"11107","FJ966982","2009/04/14"
"11119","GQ168633","2009/04/24"
"4025","CY056294","2010/01/08"
"12763","CY046331","2009/04/28"
"12798","CY046563","2009/05/09"
"1043","CY053261","2009/05/28"
"12725","CY046635","2009/05/16"
"12784","CY046187","2009/05/01"
"10578","KC781873","2009/07/23"
"6313","KC781320","2009/05/13"
"8928","CY050265","2009/07/09"
"5898","CY050198","2009/05/07"
"12699","CY046427","2009/05/01"
"12669","CY046555","2009/05/06"
"12713","CY055415","2009/06/03"
"6020","GQ149641","2009/04/19"
"12693","CY050983","2009/06/02"
"12657","CY051023","2009/06/04"
"12684","CY051015","2009/06/04"
"12843","CY051407","2009/06/11"
"12662","CY051127","2009/06/14"
"12782","CY050903","2009/05/28"
"12696","CY051031","2009/06/04"
"12776","CY051231","2009/06/03"
"12667","CY051095","2009/06/13"
"12828","CY046203","2009/05/02"
"8567","GQ232003","2009/04/27"
"220","GQ421200","2009/06/11"
"4647","KC781561","2009/08/01"
"9768","GQ261277","2009/05/22"
"6255","KC780423","2009/06/10"
"7113","CY083168","2009/08/02"
"5362","GQ232067","2009/05/01"
"7977","GU014798","2009/06/15"
"6550","JN171912","2009/06/05"
"5645","CY083503","2009/06/13"
"5315","CY083591","2009/07/01"
"6019","GQ162195","2009/04/17"
"4637","GQ168642","2009/04/24"
"5053","GQ323464","2009/05/04"
"5899","CY050214","2009/05/08"
"6049","GQ402192","2009/04/28"
"10062","CY049627","2009/07/31"
"10315","CY049507","2009/07/13"
"1575","CY054771","2009/06/22"
"6776","GQ280264","2009/06/18"
"5902","CY050166","2009/05/10"
"7506","CY051591","2009/07/08"
"10453","CY049116","2009/07/05"
"10430","CY049388","2009/06/25"
"10419","CY049372","2009/06/22"
"6735","AB530476","2009/07/30"
"6729","AB530466","2009/07/24"
"6741","AB539047","2009/09/14"
"6746","AB536769","2009/10/27"
"6740","AB535742","2009/09/10"
"6730","AB530467","2009/07/24"
"6737","AB530486","2009/08/17"
"6727","AB530463","2009/07/23"
"5804","CY092912","2009/10/25"
"12088","CY128443","2009/09/22"
"12118","CY128291","2009/10/23"
"6733","AB530472","2009/07/30"
"6731","AB530469","2009/07/27"
"6726","AB530462","2009/07/23"
"6728","AB530464","2009/07/24"
"9306","GQ414768","2009/07/03"
"5912","CY064732","2009/05/01"
"2909","HQ228043","2009/06/28"
"162","KC782220","2009/07/08"
"2494","CY065582","2009/06/01"
"5051","GQ232009","2009/04/30"
"8571","GQ200270","2009/04/29"
"321","GQ323486","2009/05/19"
"5260","GQ131023","2009/05/02"
"11007","GQ160531","2009/04/28"
"46","GQ894929","2009/04/27"
"307","GQ221809","2009/04/27"
"5982","CY147747","2009/04/28"
"6545","JN171922","2009/06/22"
"6549","JN171911","2009/06/03"
"6548","JN171909","2009/05/20"
"9106","HM189384","2009/08/04"
"8630","GQ219579","2009/05/16"
"8629","GQ219578","2009/05/16"
"12351","GQ499336","2009/07/14"
"2462","CY070672","2009/05/07"
"767","GQ183617","2009/05/16"
"768","GQ183625","2009/05/16"
"12316","GQ168664","2009/04/27"
"4565","GQ117097","2009/04/22"
"6081","GQ323520","2009/05/05"
"771","GQ232093","2009/05/23"
"9140","GQ261275","2009/05/21"
"9139","GQ267839","2009/05/21"
"6011","GQ149692","2009/04/07"
"2492","CY070719","2009/06/04"
"12402","KC781859","2009/07/07"
"5997","CY147891","2009/04/27"
"6060","GQ303340","2009/04/14"
"6631","CY075920","2009/07/07"
"8909","CY075923","2009/07/25"
"5575","CY090837","2010/03/23"
"11306","CY052807","2009/09/07"
"35","CY062399","2009/09/12"
"11318","CY052511","2009/09/10"
"5291","CY062419","2009/09/04"
"5286","CY062413","2009/08/25"
"5288","CY062415","2009/08/22"
"174","KC782119","2009/10/04"
"168","KC781588","2009/09/04"
"180","KC780899","2009/09/29"
"2900","HQ228030","2009/06/15"
"9496","CY107479","2009/06/24"
"3015","GQ894862","2009/04/30"
"9229","KF612093","2009/06/24"
"9227","KF612096","2009/07/01"
"9236","KF612098","2009/08/13"
"6860","CY039527","2009/04/29"
"11793","GQ385300","2009/05/26"
"11795","CY045938","2009/05/24"
"5994","CY147867","2009/04/27"
"4982","KC781571","2009/09/09"
"9150","CY061259","2009/11/04"
"300","GQ117079","2009/04/26"
"5987","CY147803","2009/04/29"
"11794","FJ974026","2009/04/24"
"8209","CY051984","2009/05/16"
"11800","CY045962","2009/05/30"
"11798","CY045511","2009/07/06"
"12712","CY046363","2009/05/04"
"12831","CY046587","2009/05/08"
"12820","CY046195","2009/05/02"
"12740","CY050372","2009/05/13"
"12845","CY051439","2009/06/17"
"12771","CY046243","2009/05/03"
"6047","GQ402189","2009/04/29"
"6061","FJ998208","2009/04/14"
"1752","GQ465681","2009/04/30"
"1748","FJ998207","2009/04/24"
"1753","GQ402197","2009/05/08"
"5900","CY050879","2009/05/08"
"12849","CY051487","2009/06/30"
"8655","GQ214151","2009/04/29"
"8657","GQ214138","2009/04/30"
"165","KC781941","2009/08/11"
"5962","CY062540","2009/05/16"
"2488","HM567728","2009/05/31"
"11165","GQ122097","2009/04/15"
"7387","CY041637","2009/05/01"
"5909","CY050887","2009/05/10"
"11271","CY052210","2009/06/16"
"11281","CY052367","2009/07/27"
"5992","CY147851","2009/04/27"
"6003","CY147947","2009/04/28"
"1642","CY054907","2009/07/01"
"5993","CY147859","2009/04/27"
"5975","CY147675","2009/04/25"
"5915","CY064756","2009/05/02"
"9191","CY073342","2009/06/10"
"1610","CY054827","2009/06/24"
"11270","CY051839","2009/06/12"
"11273","CY051847","2009/06/19"
"5908","CY050871","2009/05/09"
"5903","CY050855","2009/05/12"
"5996","CY147883","2009/04/27"
"5983","CY147763","2009/04/17"
"2914","HQ228050","2009/07/09"
"5986","CY147795","2009/04/29"
"3420","CY148003","2012/02/01"
"4745","GQ251035","2009/05/03"
"2498","HM567800","2009/06/03"
"5998","CY147899","2009/04/27"
"2513","CY069940","2009/06/07"
"2480","HM567648","2009/05/30"
"7351","CY041106","2009/04/28"
"5602","CY090089","2009/09/15"
"5985","CY147787","2009/04/28"
"4121","CY053071","2009/04/28"
"11276","CY052202","2009/06/30"
"8581","KC781705","2009/06/15"
"5604","CY073585","2009/08/08"
"2483","HM567680","2009/05/30"
"7300","CY039893","2009/04/26"
"2476","HM567608","2009/05/28"
"2519","HM567544","2009/06/05"
"2472","CY070691","2009/05/26"
"2478","HM567616","2009/05/30"
"2482","HM567664","2009/05/30"
"2487","CY070705","2009/06/01"
"2509","CY065686","2009/06/04"
"9138","AB514226","2009/06/03"
"8523","CY076763","2009/06/01"
"1763","GQ464408","2009/04/28"
"7390","CY041750","2009/05/06"
"7412","CY043219","2009/05/11"
"2995","GQ160526","2009/04/27"
"4948","GQ168644","2009/04/24"
"4949","GQ117062","2009/04/24"
"974","GQ365666","2009/05/02"
"7411","CY043163","2009/05/11"
"7426","CY045085","2009/05/17"
"4059","JN256799","2009/07/02"
"4060","CY111627","2009/07/02"
"5916","CY100448","2009/05/07"
"3555","HQ011408","2009/05/18"
"3668","GQ268003","2009/05/18"
"3648","CY064791","2009/05/28"
"3670","GQ223440","2009/05/18"
"3669","GQ221694","2009/05/17"
"5644","CY083471","2009/06/06"
"3571","HM780470","2009/05/29"
"5917","CY100456","2009/05/07"
"6749","AB535748","2009/10/29"
"1076","FJ966082","2009/04/01"
"1077","MN371616","2009/04/01"
"3687","HM214474","2009/09/20"
"2504","LN867357","2010/12/12"
"4047","MH429787","2015/05/05"
"1094","CY266191","2009/04/09"
"1088","CY181393","2009/04/09"
"1091","CY181425","2009/04/09"
"1075","GQ280797","2009/06/05"
"1093","KF009554","2009/04/09"
"1098","KC780060","2009/04/09"
"1090","CY181417","2009/04/09"
"3987","KF560006","2013/02/19"
"3986","KF559998","2013/02/18"
"3951","KF559686","2013/02/06"
"6752","KP765780","2010/08/08"
"1092","FJ966974","2009/04/09"
"1089","CY181409","2009/04/09"
"3300","GQ287619","2009/06/07"
"6201","GQ232099","2009/05/21"
"551","CY072414","2009/12/30"
"7590","CY058268","2009/11/02"
"7568","CY056547","2009/10/17"
"9069","KC780821","2009/11/09"
"5947","CY071762","2009/10/09"
"4726","HM581925","2009/12/23"
"4723","HM581923","2009/11/15"
"1629","CY054883","2009/09/24"
"9156","CY083942","2009/10/12"
"1701","CY081550","2009/10/15"
"1700","CY082984","2009/10/15"
"575","CY071311","2010/01/27"
"9179","CY083669","2009/10/21"
"4113","CY112083","2009/08/12"
"4112","JN256856","2009/08/12"
"4114","CY112091","2009/08/14"
"8813","CY066919","2009/12/08"
"12863","CY058636","2009/10/27"
"9145","CY083830","2009/10/13"
"1671","CY062242","2009/10/09"
"9143","CY055972","2009/10/12"
"915","CY075596","2009/11/15"
"9173","CY056875","2009/10/12"
"9146","CY055996","2009/10/13"
"9148","CY061243","2009/10/19"
"9176","CY056899","2009/10/15"
"9175","CY056891","2009/10/14"
"9177","CY056907","2009/10/19"
"9144","CY055980","2009/10/12"
"9157","CY066535","2009/10/15"
"10100","CY063754","2009/08/18"
"10460","JX309409","2010/05/17"
"9686","JQ065196","2009/11/11"
"9855","KT181004","2010/06/07"
"8681","KC781413","2010/03/02"
"1959","KC781221","2010/04/05"
"6868","KC780274","2010/05/24"
"4953","KC781799","2010/04/01"
"1095","KC780214","2010/04/23"
"12921","KC781151","2010/04/21"
"6444","KC782118","2010/04/04"
"6445","KC782123","2010/04/04"
"6782","KC781399","2010/03/11"
"2354","LN867756","2010/04/15"
"8208","JX625622","2009/10/20"
"12071","KC780699","2009/12/12"
"12066","KC780713","2009/10/08"
"9658","CY080261","2010/01/05"
"12015","KP317236","2010/09/16"
"3503","KP317238","2010/08/07"
"12018","KP317237","2010/09/24"
"10889","JN187136","2009/12/18"
"9445","CY070584","2009/11/13"
"10926","HM072424","2009/11/23"
"10902","HM072425","2009/12/05"
"9462","CY070380","2009/09/08"
"9476","CY107288","2009/11/11"
"9434","CY070496","2009/10/16"
"9454","CY070734","2009/12/31"
"9523","CY107354","2009/10/17"
"2402","CY070420","2009/09/26"
"9444","CY070583","2009/11/15"
"9490","CY107446","2009/12/31"
"9524","CY107361","2009/10/17"
"9487","CY107418","2009/12/14"
"2683","CY070608","2009/11/14"
"10767","KJ856082","2009/12/01"
"10765","KC190042","2009/11/27"
"9447","CY070585","2009/11/14"
"9442","CY070569","2009/11/09"
"8821","HM189390","2009/11/30"
"6686","HM189393","2009/09/17"
"5572","CY055260","2009/08/11"
"2651","CY070538","2009/11/03"
"2627","CY070489","2009/10/13"
"12033","KC782022","2010/02/04"
"10944","CY111050","2009/11/03"
"2346","LN846534","2010/03/18"
"9705","JQ065215","2009/12/30"
"9749","JQ065189","2009/11/11"
"3584","CY120918","2009/11/29"
"9729","JQ065153","2009/09/08"
"1666","CY062202","2009/10/01"
"11783","AB704478","2010/01/13"
"13015","AB704534","2009/12/18"
"6724","AB551877","2010/01/12"
"6707","AB558539","2010/02/08"
"9599","AB558348","2009/10/19"
"9612","AB558371","2009/11/04"
"9608","AB558365","2009/10/23"
"13082","CY096016","2009/10/12"
"13084","CY096030","2009/10/12"
"13079","CY095999","2009/10/12"
"3581","CY064430","2009/11/17"
"667","KR861663","2009/12/31"
"8246","CY088621","2009/12/21"
"10409","CY123879","2009/12/03"
"10403","CY063817","2009/11/17"
"10350","CY063788","2009/08/22"
"9952","KT181132","2009/12/07"
"11527","CY060963","2009/11/28"
"8632","CY067635","2009/10/27"
"10212","CY123312","2009/12/30"
"9185","CY083886","2009/11/09"
"9169","CY056172","2009/11/04"
"9008","JN171898","2009/11/04"
"4255","KC780748","2009/11/06"
"3259","CY071602","2009/10/15"
"8675","KC780365","2010/01/17"
"9746","JQ065188","2009/11/11"
"9958","KT181141","2009/12/28"
"10482","CY063855","2010/01/08"
"2","CY063606","2009/12/02"
"10247","JX309268","2010/03/08"
"10192","CY063771","2009/12/01"
"10376","CY063797","2009/09/13"
"10382","CY123767","2009/09/23"
"12086","CY128467","2009/11/15"
"10377","CY063799","2009/09/14"
"6668","KM219068","2009/09/16"
"6642","KM219055","2009/08/26"
"7874","CY075912","2010/01/13"
"60","KC780614","2009/12/04"
"6113","KC780984","2009/11/09"
"215","CY071586","2009/11/19"
"3594","CY064446","2009/11/22"
"2632","CY070504","2009/10/16"
"663","KR861660","2009/12/15"
"2350","LN867486","2010/03/18"
"10766","KJ856074","2009/11/30"
"11656","CY080331","2010/03/29"
"10033","JX309317","2010/04/14"
"712","CY071351","2010/03/04"
"1718","JN588796","2010/02/24"
"1717","JN588794","2010/02/11"
"11751","KF849776","2010/01/21"
"11730","KF849769","2009/06/23"
"10393","CY063805","2009/10/19"
"3611","JF929780","2010/02/04"
"3617","JF929749","2010/06/25"
"3622","CY120936","2010/08/30"
"3621","JF929752","2010/08/30"
"10402","CY063815","2009/11/16"
"10172","CY063767","2009/11/13"
"1667","CY062210","2009/10/01"
"10260","JX309234","2010/03/10"
"9894","KT181053","2011/11/26"
"10141","CY124535","2011/01/31"
"10201","JX309946","2010/12/29"
"9864","KT181014","2011/01/23"
"10903","JN187144","2011/01/17"
"10886","JN187148","2011/01/19"
"10890","JQ693689","2011/02/16"
"9923","KT181090","2010/12/08"
"10530","CY091722","2011/01/21"
"3496","KC842152","2011/02/25"
"12578","KC881725","2011/02/14"
"4921","KU933838","2011/01/25"
"7252","KC882187","2011/03/14"
"9246","KJ943448","2011/08/22"
"3058","KC881596","2011/05/24"
"9129","CY091609","2011/02/14"
"3341","KC891289","2012/03/05"
"3438","CY148251","2012/02/01"
"7013","KC891483","2012/01/17"
"7312","KC891355","2011/12/14"
"5464","CY129734","2011/02/21"
"981","CY120747","2011/06/09"
"9082","CY100001","2011/06/07"
"9219","KY926347","2011/06/29"
"9079","CY099996","2011/05/31"
"982","CY120755","2011/06/07"
"10267","CY091706","2011/02/22"
"1839","CY129614","2011/02/23"
"577","CY129670","2011/01/27"
"4957","KC882090","2011/02/08"
"960","CY134585","2011/02/21"
"9331","KF196274","2011/06/18"
"11814","JN714514","2011/02/08"
"11820","JN714513","2011/02/04"
"1841","CY129902","2011/02/15"
"1837","CY176754","2011/02/15"
"959","CY134553","2011/02/16"
"11123","KC881653","2011/03/01"
"7765","MK731493","2011/03/26"
"951","CY111538","2011/02/03"
"10970","KC842148","2011/02/10"
"3495","JF500426","2010/12/29"
"6622","CY097924","2011/01/14"
"6621","CY097916","2011/01/14"
"9209","KC842168","2011/03/06"
"210","KC842172","2011/03/09"
"5251","KC842158","2011/04/03"
"10758","CY176562","2011/02/04"
"11823","MG745929","2017/11/30"
"254","JN185109","2011/01/31"
"5258","KC842154","2011/02/26"
"10972","KC842150","2011/02/24"
"9873","KT181026","2011/02/21"
"11594","KP941681","2011/03/30"
"9888","KT181047","2011/07/13"
"9892","KT181051","2011/08/24"
"9890","KT181049","2011/08/12"
"9891","KT181050","2011/08/16"
"11599","KP941685","2011/08/27"
"12276","CY091605","2011/02/09"
"10552","KC891059","2011/11/29"
"576","CY129662","2011/01/19"
"19","CY129910","2011/01/25"
"9220","KY925556","2011/07/01"
"10244","CY124634","2011/03/18"
"736","CY096474","2010/08/27"
"10768","KJ856090","2010/11/26"
"10775","KJ856160","2010/09/12"
"5020","KC190050","2011/01/07"
"1200","KC882290","2011/02/21"
"9854","KT181003","2011/01/05"
"10769","KJ856098","2010/11/30"
"10783","KC190046","2010/11/15"
"1842","KC190049","2010/10/14"
"10771","KJ856114","2010/02/12"
"1843","KC190048","2010/11/15"
"10770","KJ856106","2010/11/30"
"10784","KC190047","2010/11/15"
"10773","KJ856137","2010/12/04"
"10764","KJ856059","2010/11/17"
"10772","KJ856122","2010/12/02"
"699","KR861677","2010/08/17"
"694","KR861674","2010/08/13"
"11711","KP637726","2010/09/01"
"11712","KP637886","2010/09/02"
"10193","CY091670","2010/12/10"
"9886","KT181044","2011/05/19"
"10249","CY124666","2011/03/29"
"10531","CY091724","2011/01/25"
"10288","CY124743","2011/01/18"
"9865","KT181016","2011/01/27"
"9925","KT181092","2010/12/14"
"9924","KT181091","2010/12/11"
"10524","JX309993","2010/12/13"
"10195","CY091672","2010/12/15"
"9842","KT180988","2011/01/31"
"10233","CY091700","2011/03/02"
"9876","KT181030","2011/02/24"
"10253","CY124686","2011/04/06"
"10502","CY124806","2011/04/21"
"10196","CY091690","2011/01/07"
"10001","CY091684","2011/02/09"
"10220","CY091696","2011/02/16"
"10238","CY124614","2011/03/07"
"584","CY129475","2011/02/25"
"587","CY129726","2011/02/27"
"7951","CY181825","2011/10/15"
"1478","CY092880","2011/01/28"
"10779","KJ856200","2011/02/03"
"10777","KJ856176","2010/12/22"
"10778","KJ856192","2010/12/25"
"9014","KC190052","2011/02/03"
"10759","KJ856005","2011/01/13"
"10292","JX309987","2010/12/21"
"8850","CY160640","2011/12/01"
"4801","KY925460","2011/07/14"
"9262","KJ943208","2011/08/03"
"9261","KJ943117","2011/08/01"
"9245","KJ943500","2011/08/20"
"1235","KC891210","2011/11/16"
"3093","KC891202","2011/12/07"
"3088","KC891250","2011/12/07"
"9288","JX679212","2012/03/04"
"8504","KF551095","2012/03/14"
"8942","KF598736","2012/02/16"
"2121","KC891503","2012/02/12"
"2122","KC891573","2012/02/12"
"8940","KF598734","2012/01/13"
"9265","KJ943412","2011/08/22"
"9267","KJ943456","2011/08/27"
"9266","KJ943420","2011/08/25"
"9258","KJ943374","2011/08/02"
"12058","KC891317","2011/12/22"
"3074","KC891201","2011/10/30"
"3073","KC891023","2011/10/30"
"6963","KC891468","2012/01/30"
"6226","KC891341","2012/03/20"
"6205","CY176706","2012/02/27"
"9292","KF196273","2011/09/01"
"9260","KJ943508","2011/08/05"
"9253","KJ943428","2011/07/31"
"9254","KJ943464","2011/08/02"
"10242","JX309199","2010/02/26"
"10160","CY123243","2009/11/04"
"10237","JX309175","2010/02/22"
"10405","CY123859","2009/11/23"
"8201","JX625654","2010/10/24"
"9947","KT181124","2009/11/15"
"10205","CY063775","2009/12/10"
"9172","CY083878","2009/11/09"
"9942","KT181117","2009/10/12"
"9955","KT181136","2009/12/21"
"7594","CY056579","2009/11/03"
"2295","CY083721","2009/11/05"
"2300","CY083647","2009/10/29"
"2271","KC781083","2009/10/30"
"2299","CY056068","2009/10/30"
"7572","CY057278","2009/10/20"
"11547","CY061147","2010/01/12"
"3070","KC780469","2009/11/04"
"7642","CY056795","2009/12/04"
"7487","CY065043","2010/02/04"
"7641","CY056787","2009/12/05"
"7649","CY056843","2009/11/23"
"7560","CY056523","2009/10/13"
"7266","KC781271","2009/12/21"
"2883","HQ228145","2010/01/13"
"5747","KC781079","2009/10/27"
"8117","KC780401","2009/12/07"
"2157","KC780572","2009/12/19"
"1882","KC780199","2009/12/09"
"12499","KC780556","2009/10/23"
"8164","KC780460","2009/12/02"
"2268","KC781822","2009/09/06"
"2989","KC780537","2010/02/02"
"49","KC781169","2010/03/01"
"3735","KC780101","2010/05/04"
"5745","KC780761","2009/10/02"
"7464","CY065027","2010/01/27"
"6780","KC780447","2010/01/28"
"12652","KC780336","2009/12/07"
"4269","KC780636","2009/11/10"
"2315","CY062643","2009/11/03"
"7604","CY084438","2009/11/11"
"2314","CY056867","2009/11/03"
"7667","CY062026","2009/12/28"
"7236","CY062034","2009/12/26"
"4543","KC780695","2010/02/03"
"7601","CY056611","2009/11/09"
"7635","CY056739","2009/11/26"
"7651","CY061906","2009/12/10"
"7657","CY061962","2009/12/14"
"2305","CY066887","2009/11/23"
"2309","CY056100","2009/10/23"
"2307","CY056084","2009/10/26"
"11064","CY167356","2010/02/26"
"7615","CY056659","2009/11/16"
"900","CY089235","2009/11/09"
"7327","CY062130","2010/01/20"
"7307","CY062074","2010/01/15"
"2317","CY083862","2009/11/06"
"550","CY072406","2009/12/29"
"526","CY062915","2009/12/26"
"9489","CY107432","2009/12/21"
"9474","CY107246","2009/11/13"
"567","CY071183","2010/01/24"
"12780","CY058428","2009/12/15"
"5449","CY063019","2009/12/15"
"9473","CY107239","2009/11/12"
"9425","CY070653","2009/12/11"
"9451","CY070603","2009/11/11"
"9481","CY107340","2009/10/15"
"5811","KC781911","2010/03/02"
"12761","CY058006","2009/12/07"
"9514","CY107720","2009/11/01"
"3256","CY071207","2010/01/08"
"3257","CY071215","2010/01/11"
"5452","CY066839","2009/11/11"
"7577","CY057294","2009/10/21"
"12711","CY058380","2009/12/08"
"7746","CY072534","2010/01/14"
"11062","CY167340","2010/02/18"
"12856","CY057686","2009/10/19"
"2301","CY066855","2009/11/12"
"7639","CY056771","2009/12/01"
"2310","CY056108","2009/10/26"
"7606","CY056643","2009/10/16"
"10586","KC780729","2009/11/04"
"7545","CY056435","2009/10/06"
"7546","CY056443","2009/10/05"
"7632","CY056731","2009/11/23"
"7644","CY056803","2009/11/29"
"7647","CY056819","2009/11/25"
"7618","CY056675","2009/11/16"
"11531","CY061019","2009/12/11"
"12855","CY057678","2009/10/19"
"12803","CY058300","2009/10/23"
"901","CY075540","2009/11/09"
"12736","CY058284","2009/10/06"
"12708","CY057454","2009/09/21"
"3373","KC780322","2009/12/28"
"898","CY089219","2009/11/07"
"894","CY075652","2009/11/03"
"7870","CY072334","2009/12/28"
"7445","CY064995","2010/02/01"
"7329","CY062138","2010/01/26"
"904","CY075548","2009/11/12"
"6208","KC780307","2010/01/01"
"1878","KC780816","2009/11/24"
"7374","CY062162","2010/01/25"
"11032","KC780487","2009/12/16"
"7241","KC781915","2010/02/25"
"3078","KC780370","2009/12/06"
"12770","CY058396","2009/12/07"
"12665","CY058388","2009/12/09"
"7330","CY062146","2010/01/22"
"12858","CY057694","2009/10/21"
"12528","KC780498","2010/01/24"
"12527","KC780464","2010/01/24"
"12721","CY057990","2009/12/02"
"12857","CY057702","2009/10/21"
"8814","CY056148","2009/11/04"
"8815","CY056156","2009/11/04"
"8810","CY066759","2009/11/10"
"8816","CY083854","2009/11/05"
"7301","CY062066","2010/01/12"
"12752","CY063219","2009/10/01"
"11089","CY062963","2009/12/23"
"7310","CY062082","2010/01/18"
"11036","KC781331","2009/11/17"
"784","CY064772","2009/12/11"
"12628","KC781514","2009/08/18"
